bibkey,type,title,authors,doi,gs_citations,journal
Leeu21c,conference,Clinical use of artificial intelligence in radiology departments in the Netherlands: a survey,"van Leeuwen, Kicky G and Rutten, Matthieu J C M and Schalekamp, Steven and de Rooij, Maarten and van Ginneken, Bram",,,
Leeu21d,conference,Artificial Intelligence in Acute Stroke: an Early Health Technology Assessment of Vessel Occlusion Detection on Computed Tomography,"van Leeuwen, Kicky G and Meijer, Frederick J A and Schalekamp, Steven and Rutten, Matthieu J C M and van Dijk, Ewoud J and van Ginneken, Bram and Govers, Tim M and de Rooij, Maarten",,,
Leeu21e,conference,Performance Of A Commercial Software Package For Lung Nodule Detection On Chest Radiographs Compared With 8 Expert Readers,"van Leeuwen, Kicky G. and de Rooij, Maarten and Rutten, Matthieu J.C.M. and van Ginneken, Bram and Schalekamp, Steven",,,
Leeu21f,conference,Commercial Artificial Intelligence Solutions For Radiology: A Market Update,"van Leeuwen, Kicky G. and de Rooij, Maarten and Rutten, Matthieu J.C.M. and Schalekamp, Steven and van Ginneken, Bram",,,
Leeu20,conference,Scientific Evidence for 100 Commercially Available Artificial Intelligence Tools for Radiology: A Systematic Review,"van Leeuwen, Kicky G. and Schalekamp, Steven and Rutten, Matthieu J.C.M. and van Ginneken, Bram and de Rooij, Maarten",,,
Leeu19,conference,Opinion of Dutch healthcare professionals on the development and adoption of artificial intelligence in healthcare,"van Leeuwen, Kicky G",,,
Leij17,article,Nonlinear temporal dynamics of cerebral small vessel disease The RUN DMC study,"van Leijsen, Esther MC and van Uden, Ingeborg WM and Ghafoorian, Mohsen and Bergkamp, Mayra I and Lohner, Valerie and Kooijmans, Eline CM and van der Holst, Helena M and Tuladhar, Anil M and Norris, David G and van Dijk, Ewoud J and Rutten-Jacobs, Loes CA and Platel, Bram and Klijn, Catharina JM and de Leeuw, Frank-Erik",10.1212/WNL.0000000000004490,38,Neurology
Leij19,article,Cognitive consequences of regression of cerebral small vessel disease,"van Leijsen, Esther Mc and Bergkamp, Mayra I and van Uden, Ingeborg Wm and Cooijmans, Sjacky and Ghafoorian, Mohsen and van der Holst, Helena M and Norris, David G and Kessels, Roy Pc and Platel, Bram and Tuladhar, Anil M and de Leeuw, Frank-Erik",10.1177/2396987318820790,5,ESJ
Leli08,article,Information {P}rocessing {I}n {M}edical {I}maging 2007,B. P. F. Lelieveldt and N. Karssemeijer,10.1016/j.media.2008.03.005,1,MIA
Lens16,article,Probabilistic treatment planning for pancreatic cancer treatment: prospective incorporation of respiratory motion shows only limited dosimetric benefit,Eelco Lens and Alexis NTJ Kotte and Ajay Patel and Hanne D Heerkens and Matthieu Bal and Geertjan van Tienhoven and Arjan Bel and Astrid van der Horst and Gert J Meijer,10.1080/0284186x.2016.1257863,,Acta Oncologica
Lepp95,article,"Detection of simulated chest lesions: comparison of a conventional screen-film combination, an asymmetric screen-film system, and storage phosphor radiography","Leppert, A. G. and Prokop, M. and Schaefer-Prokop, C. M. and Galanski, M.",,21,Radiology
Lesn11,inproceedings,Computer {A}ided {D}etection of {B}reast {M}asses in {M}ammography using {S}upport {V}ector {M}achine {C}lassification,Jan Lesniak and Rianne Hupse and Michiel Kallenberg and Maurice Samulski and R\'{e}mi Blanc and Nico Karssemeijer and G\'{a}bor Sz\'{e}kely,10.1117/12.878140,17,
Lesn12,inproceedings,Multimodal Classification of Breast Masses in Mammography and {MRI} using Unimodal Feature Selection and Decision Fusion,J. M. Lesniak and G. van Schie and C. Tanner and B. Platel and H. Huisman and N. Karssemeijer and G. Szekely,10.1007/978-3-642-31271-7_12,1,
Lesn12a,article,Comparative evaluation of support vector machine classification for computer aided detection of breast masses in mammography,"Lesniak, J. M. and Hupse, R. and Blanc, R. and Karssemeijer, N. and Sz\'{e}kely, G.",10.1088/0031-9155/57/16/5295,22,PMB
Less13,article,Feasibility of respiratory motion-compensated stereoscopic {X-ray} tracking for bronchoscopy,Nikolas Lessmann and Daniel Dromann and Alexander Schlaefer,10.1007/s11548-013-0920-9,,IJCARS
Less15,conference,Automatic coronary calcium scoring and cardiovascular risk estimation in the {Pan-Canadian} lung cancer screening trial,"Lessmann, N. and Isgum, I. and Lam, S. and Mayo, J. and de Jong, P. A. and Viergever, M. A. and van Ginneken, B.",,,
Less16,inproceedings,Deep convolutional neural networks for automatic coronary calcium scoring in a screening study with low-dose chest {CT,Nikolas Lessmann and Ivana I{\v{s}}gum and Arnaud A.A. Setio and Bob D. de Vos and Francesco Ciompi and Pim A. de Jong and Matthijs Oudkerk and Willem P. Th. M. Mali and Max A. Viergever and Bram van Ginneken,10.1117/12.2216978,25,
Less17,article,Automatic calcium scoring in low-dose chest {CT} using deep neural networks with dilated convolutions,"Lessmann}, N. and {van Ginneken}, B. and {Zreik}, M. and {de Jong}, P.~A. and {de Vos}, B.~D. and {Viergever}, M.~A. and I{\v{s}}gum, I.",10.1109/TMI.2017.2769839,72,TMI
Less17a,conference,Deep learning analysis for automatic calcium scoring in routine chest {CT,"Lessmann, N. and van Ginneken, B. and de Jong, P. A. and Veldhuis, W. B. and Viergever, M. A. and Isgum, I.",,,
Less18,inproceedings,Iterative convolutional neural networks for automatic vertebra identification and segmentation in {CT} images,Nikolas Lessmann and Bram van Ginneken and Ivana I{\v{s}}gum,10.1117/12.2292731,21,
Less18a,inproceedings,Iterative fully convolutional neural networks for automatic vertebra segmentation,Nikolas Lessmann and Bram van Ginneken and Pim A. de Jong and Ivana I{\v{s}}gum,,,
Less19,article,Sex Differences in Coronary Artery and Thoracic Aorta Calcification and Their Association With Cardiovascular Mortality in Heavy Smokers,"Lessmann, Nikolas and de Jong, Pim A and Celeng, Csilla and Takx, Richard A P and Viergever, Max A and van Ginneken, Bram and I{\v{s}}gum, Ivana",10.1016/j.jcmg.2018.10.026,6,JACCCI
Less19a,article,Iterative fully convolutional neural networks for automatic vertebra segmentation and identification,"Lessmann, Nikolas and van Ginneken, Bram and de Jong, Pim A. and I{\v{s}}gum, Ivana",10.1016/j.media.2019.02.005,29,MIA
Less19b,phdthesis,Machine Learning based quantification of extrapulmonary diseases in chest CT,Nikolas Lessmann,,,PhD thesis
Less19c,inproceedings,Vertebra partitioning with thin-plate spline surfaces steered by a convolutional neural network,Nikolas Lessmann and Jelmer M. Wolterink and Majd Zreik and Max A. Viergever and Bram van Ginneken and Ivana Isgum,,1,
Less20,article,Automated Assessment of {COVID}-19 Reporting and Data System and Chest {CT} Severity Scores in Patients Suspected of Having {COVID}-19 Using Artificial Intelligence,"Lessmann, Nikolas and S\'{a}nchez, Clara I. and Beenen, Ludo and Boulogne, Luuk H. and Brink, Monique and Calli, Erdi and Charbonnier, Jean-Paul and Dofferhoff, Ton and van Everdingen, Wouter M. and Gerke, Paul K. and Geurts, Bram and Gietema, Hester A. and Groeneveld, Miriam and van Harten, Louis and Hendrix, Nils and Hendrix, Ward and Huisman, Henkjan J. and Isgum, Ivana and Jacobs, Colin and Kluge, Ruben and Kok, Michel and Krdzalic, Jasenko and Lassen-Schmidt, Bianca and van Leeuwen, Kicky and Meakin, James and Overkamp, Mike and van Rees Vellinga, Tjalco and van Rikxoort, Eva M. and Samperna, Riccardo and Schaefer-Prokop, Cornelia and Schalekamp, Steven and Scholten, Ernst Th. and Sital, Cheryl and St\""{o}ger, Lauran and Teuwen, Jonas and Vaidhya Venkadesh, Kiran and de Vente, Coen and Vermaat, Marieke and Xie, Weiyi and de Wilde, Bram and Prokop, Mathias and van Ginneken, Bram",10.1148/radiol.2020202439,,Radiology
Less20a,article,Random smooth gray value transformations for cross modality learning with gray value invariant networks,Nikolas Lessmann and Bram van Ginneken,,,arXiv:2003.06158
Less22,article,Automatic Brand Identification of Orthopedic Implants from Radiographs: Ready for the Next Step?,"Huisman, Merel and Lessmann, Nikolas",10.1148/ryai.220008,,RAI
Leym96,inproceedings,REALISE}: reconstruction of {REAL}ity from {I}mage {SE}quences,"Leymarie, F. and de la Fortelle, A. and Koenderink, J. J. and Kappers, A. M. L. and Stavridi, M. and van Ginneken, B. and Muller, S. and Krake, S. and Faugeras, O. and Robert, L. and Gauclin, C. and Laveau, S. and Zeller, C.",10.1109/ICIP.1996.560579,19,
Lief16,conference,Registration and grading of micro-aneurysms in Fluorescein Angiography and OCT Angiography,Bart Liefers and Vivian Schreur and Thomas Theelen and Clara I. S\'{a}nchez,,,
Lief17,inproceedings,Fovea Detection in Optical Coherence Tomography using Convolutional Neural Networks,Bart Liefers and Freerk G. Venhuizen and Thomas Theelen and Carel Hoyng and Bram van Ginneken and Clara I. S\'{a}nchez,10.1117/12.2254301,4,
Lief17a,conference,Automatic detection of the foveal center in optical coherence tomography,Bart Liefers and Freerk G. Venhuizen and Vivian Schreur and Bram van Ginneken and Carel Hoyng and Thomas Theelen and Clara I. S\'{a}nchez,,,
Lief17b,article,Automatic detection of the foveal center in optical coherence tomography,Bart Liefers and Freerk G. Venhuizen and Vivian Schreur and Bram van Ginneken and Carel Hoyng and Sascha Fauser and Thomas Theelen and Clara I. S\'{a}nchez,10.1364/BOE.8.005160,13,BOE
Lief19,inproceedings,Dense Segmentation in Selected Dimensions: Application to Retinal Optical Coherence Tomography,"Liefers, Bart and Gonz\'{a}lez-Gonzalo, Cristina and Klaver, Caroline and {van Ginneken}, Bram and S\'{a}nchez, Clara I.",,2,
Lief19a,conference,Prediction of areas at risk of developing geographic atrophy in color fundus images using deep learning,"Bart Liefers and Johanna Colijn and Cristina Gonz\'{a}lez-Gonzalo and Akshayaa Vaidyanathan and Harm van Zeeland and Paul Mitchell and Caroline Klaver and S\'{a}nchez, Clara I.",,,
Lief19b,article,A deep learning model for segmentation of geographic atrophy to study its long-term natural history,"Liefers, Bart and Colijn, Johanna M and Gonz\'{a}lez-Gonzalo, Cristina and Verzijden, Timo and Mitchell, Paul and Hoyng, Carel B and van Ginneken, Bram and Klaver, Caroline CW and S\'{a}nchez, Clara I",,,arXiv:1908.05621
Lief20,article,A deep learning model for segmentation of geographic atrophy to study its long-term natural history,"Liefers, Bart and Colijn, Johanna M and Gonz\'{a}lez-Gonzalo, Cristina and Verzijden, Timo and Wang, Jie Jin and Joachim, Nichole and Mitchell, Paul and Hoyng, Carel B and van Ginneken, Bram and Klaver, Caroline CW and S\'{a}nchez, Clara I",10.1016/j.ophtha.2020.02.009,2,Ophthalmology
Lief20a,conference,Achieving expert level performance in quantifying 13 distinctive features of neovascular age-related macular degeneration on optical coherence tomography,"Liefers, Bart and Taylor, Paul and Gonz\'{a}lez-Gonzalo, Cristina and Tufail, Adnan and S\'{a}nchez, Clara I.",,,
Lief21,article,Quantification of key retinal features in early and late age-related macular degeneration using deep learning,"Liefers, Bart and Taylor, Paul and Alsaedi, Abdulrahman and Bailey, Clare and Balaskas, Konstantinos and Dhingra, Narendra and Egan, Catherine A and Rodrigues, Filipa Gomes and Gonz\'{a}lez-Gonzalo, Cristina and Heeren, Tjebo F.C. and Lotery, Andrew and Muller, Philipp L. and Olvera-Barrios, Abraham and Paul, Bobby and Schwartz, Roy and Thomas, Darren S. and Warwick, Alasdair N. and Tufail, Adnan and S\'{a}nchez, Clara I.",https://doi.org/10.1016/j.ajo.2020.12.034,,AJO
Lief22,phdthesis,Deep Learning Algorithms for Age-Related Macular Degeneration,Bart Liefers,,,PhD thesis
LinE05,article,The effect of an endorectal balloon and off-line correction on the interfraction systematic and random prostate position variations: a comparative study,E. N. J. Th. van Lin and L. P. van der Vight and J. A. Witjes and H. J. Huisman and J. W. Leer and A. G. Visser,10.1016/j.ijrobp.2004.09.042,108,IJROBP
LinE06,article,IMRT} boost dose planning on dominant intraprostatic lesions: gold marker-based three-dimensional fusion of {CT} with dynamic contrast-enhanced and 1{H}-spectroscopic {MRI,"E. N. J. T. van Lin and J. J. F\""utterer and S. W. T. P. J. Heijmink and L. P. van der Vight and A. L. Hoffmann and P. van Kollenburg and H. J. Huisman and T. W. J. Scheenen and J. A. Witjes and J. W. Leer and J. O. Barentsz and A. G. Visser",10.1016/j.ijrobp.2005.12.046,195,IJROBP
Linm20,inproceedings,Efficient Out-of-Distribution Detection in Digital Pathology Using Multi-Head Convolutional Neural Networks,"Linmans, Jasper and van der Laak, Jeroen and Litjens, Geert",,,
Litj09,conference,T1 Quantification: Variable Flip Angle Method vs Use of Reference Phantom,G. Litjens and M. Heisen and J. Buurman and A.M. Wood and M. Medved and G.S. Karczmar and B.M. Ter Haar-Romeny,,,
Litj10,inproceedings,Pharmacokinetic models in clinical practice: what model to use for {DCE-MRI} of the breast?,G. Litjens and M. Heisen and J. Buurman and B.M. ter Haar Romeny,10.1109/ISBI.2010.5490382,11,
Litj10a,inproceedings,Simulation of nodules and diffuse infiltrates in chest radiographs using {CT} templates,G. Litjens and L. Hogeweg and A.M.R. Schilham and P.A. de Jong and M.A. Viergever and B. van Ginneken,10.1007/978-3-642-15745-5_49,3,
Litj10b,mastersthesis,Pharmacokinetic modeling in breast cancer MRI,Geert Litjens,,,Master thesis
Litj11,inproceedings,Automatic Computer Aided Detection of Abnormalities in Multi-Parametric Prostate {MRI,G. Litjens and P.C. Vos and J.O. Barentsz and N. Karssemeijer and H.J. Huisman,10.1117/12.877844,42,
Litj11b,conference,Zone-specific Automatic Computer-aided Detection of Prostate Cancer in {MRI,G. Litjens and J. O. Barentsz and N. Karssemeijer and H.J. Huisman,,,
Litj12,inproceedings,Automated computer-aided detection of prostate cancer in {MR} images: from a whole-organ to a zone-based approach,G. Litjens and J.O. Barentsz and N. Karssemeijer and H.J. Huisman,10.1117/12.911061,24,
Litj12a,inproceedings,A pattern recognition approach to zonal segmentation of the prostate on {MRI,"Litjens, G. and Debats, O. A. and van de Ven, W. J. M. and Karssemeijer, N. and Huisman, H. J.",10.1007/978-3-642-33418-4_51,58,
Litj12b,article,Interpatient Variation in Normal Peripheral Zone Apparent Diffusion Coefficient: Effect on the Prediction of Prostate Cancer Aggressiveness,"Litjens, G. and Hambrock, Thomas and Hulsbergen-van de Kaa, Christina and Barentsz, Jelle and Huisman, Henkjan",10.1148/radiol.12112374,60,Radiology
Litj12c,conference,Computerized characterization of central gland lesions using texture and relaxation features from {T2}-weighted prostate {MRI,G. Litjens and J. O. Barentsz and N. Karssemeijer and H.J. Huisman,,,
Litj12d,inproceedings,A multi-atlas approach for prostate segmentation in {MRI,G. Litjens and N. Karssemeijer and H. J. Huisman,,,
Litj13,conference,Initial prospective evaluation of the prostate imaging reporting and data standard ({PI-RADS}): Can it reduce unnecessary {MR} guided biopsies?,G. Litjens and J. O. Barentsz and N. Karssemeijer and H.J. Huisman,,,
Litj14,article,Evaluation of prostate segmentation algorithms for {MRI}: The {PROMISE12} challenge,"Litjens, G. and Toth, Robert and van de Ven, Wendy and Hoeks, Caroline and Kerkstra, Sjoerd and van Ginneken, Bram and Vincent, Graham and Guillard, Gwenael and Birbeck, Neil and Zhang, Jindang and Strand, Robin and Malmberg, Filip and Ou, Yangming and Davatzikos, Christos and Kirschner, Matthias and Jung, Florian and Yuan, Jing and Qiu, Wu and Gao, Qinquan and Edwards, Philip Eddie and Maan, Bianca and van der Heijden, Ferdinand and Ghose, Soumya and Mitra, Jhimli and Dowling, Jason and Barratt, Dean and Huisman, Henkjan and Madabhushi, Anant",10.1016/j.media.2013.12.002,275,MIA
Litj14a,inproceedings,Distinguishing prostate cancer from benign confounders via a cascaded classifier on multi-parametric {MRI,"Litjens, G. and Elliott, R. and Shih, N. and Feldman, M. and Barentsz, J. and Hulsbergen - van de Kaa, C. and Kovacs, I. and Huisman, H. and Madabhushi, A.",10.1117/12.2043751,18,
Litj14b,inproceedings,Distinguishing benign confounding treatment changes from residual prostate cancer on {MRI} following laser ablation,"Litjens, G. and Huisman, H. and Elliott, R. and Shih, N. and Feldman, M. and F\""utterer and Bomers, J. and Madabhushi, A.",10.1117/12.2043819,3,
Litj14c,article,Computer-aided detection of prostate cancer in {MRI,"Litjens, G. and Debats, O. and Barentsz, J. and Karssemeijer, N. and Huisman, H.",10.1109/TMI.2014.2303821,234,TMI
Litj14d,article,Quantitative identification of magnetic resonance imaging features of prostate cancer response following laser ablation and radical prostatectomy,"Litjens, Geert JS and Huisman, Henkjan J and Elliott, Robin M and Shih, Natalie Nc and Feldman, Michael D and Viswanath, Satish and F\""utterer, Jurgen J and Bomers, Joyce GR and Madabhushi, Anant",10.1117/1.JMI.1.3.035001,16,JMI
Litj14e,conference,Computer-aided {D}etection of {P}rostate {C}ancer in {M}ulti-parametric {M}agnetic {R}esonance {I}maging,G. Litjens and N. Karssemeijer and J. O. Barentsz and H.J. Huisman,,,
Litj15,inproceedings,Automated detection of prostate cancer in digitized whole-slide images of {H\&E}-stained biopsy specimens,"Litjens, G. and Bejnordi, B. Ehteshami and Timofeeva, N. and Swadi, G. and Kovacs, I. and Hulsbergen-van de Kaa, C. A. and van der Laak, J. A. W. M.",10.1117/12.2081366,,
Litj15a,phdthesis,Computerized detection of cancer in multi-parametric prostate {MRI,"Litjens, Geert",,,PhD thesis
Litj15b,article,Clinical evaluation of a computer-aided diagnosis system for determining cancer aggressiveness in prostate {MRI,"Litjens, Geert J S. and Barentsz, Jelle O. and Karssemeijer, Nico and Huisman, Henkjan J.",10.1007/s00330-015-3743-y,47,ER
Litj16,inproceedings,Automated robust registration of grossly misregistered whole-slide images with varying stains,"Litjens, G. and Safferling, K. and Grabe, N.",10.1117/12.2216672,,
Litj16b,article,Computer-extracted Features Can Distinguish Noncancerous Confounding Disease from Prostatic Adenocarcinoma at Multiparametric MR Imaging.,"Litjens, Geert J. S. and Elliott, Robin and Shih, Natalie N. C. and Feldman, Michael D. and Kobus, Thiele and {Hulsbergen-van de Kaa}, Christina and Barentsz, Jelle O. and Huisman, Henkjan J. and Madabhushi, Anant",10.1148/radiol.2015142856,,Radiology
Litj16c,article,Deep learning as a tool for increased accuracy and efficiency of histopathological diagnosis,"Litjens, G. and S\'{a}nchez, C. I. and Timofeeva, N. and Hermsen, M. and Nagtegaal, I. and Kovacs, I. and {Hulsbergen-van de Kaa}, C. and Bult, P. and {van Ginneken}, B. and {van der Laak}, J.",10.1038/srep26286,490,NATSCIREP
Litj17,article,A Survey on Deep Learning in Medical Image Analysis,"Litjens, G. and Kooi, T. and Ehteshami Bejnordi, B. and Setio, A. A. A. and Ciompi, F. and Ghafoorian, M. and van der Laak, J.A.W.M. and van Ginneken, B. and S\'{a}nchez, C. I.",10.1016/j.media.2017.07.005,3681,MIA
Litj18,article,1399 {H}\&{E}-stained sentinel lymph node sections of breast cancer patients: the {CAMELYON} dataset,"Litjens, G. and Bandi, P. and Ehteshami Bejnordi, B. and Geessink, O. and Balkenhol, M. and Bult, P. and Halilovic, A. and Hermsen, M. and van de Loo, R. and Vogels, R. and Manson, Q.F. and Stathonikos, N. and Baidoshvili, A. and van Diest, P. and Wauters, C. and van Dijk, M. and van der Laak, J.",10.1093/gigascience/giy065,48,GigaScience
Litj19,article,State-of-the-Art Deep Learning in Cardiovascular Image Analysis,"Litjens, Geert and Ciompi, Francesco and Wolterink, Jelmer M and de Vos, Bob D and Leiner, Tim and Teuwen, Jonas and Isgum, Ivana",10.1016/j.jcmg.2019.06.009,34,JACCCI
Litj22,article,A Decade of GigaScience: The Challenges of Gigapixel Pathology Images.,"Litjens, Geert and Ciompi, Francesco and van der Laak, Jeroen",10.1093/gigascience/giac056,,GigaScience
Liu14,article,Incorporating texture features in a computer-aided breast lesion diagnosis system for automated three-dimensional breast ultrasound,Haixia Liu and Tao Tan and Jan van Zelst and Ritse Mann and Nico Karssemeijer and Bram Platel,10.1117/1.JMI.1.2.024501,19,JMI
Lo09,inproceedings,Extraction of Airways from {CT} ({EXACT09}),P. Lo and B. van Ginneken and J. M. Reinhardt and M. de Bruijne,,,
Lo10,inproceedings,Vessel tree extraction using locally optimal paths,P. Lo and B. van Ginneken and M. de Bruijne,10.1109/ISBI.2010.5490083,25,
Lo11,inproceedings,A bottom-up approach for labeling of human airway trees,P. Lo and E. M. van Rikxoort and J. G. Goldin and F. Abtin and M. de Bruijne and M. S. Brown,,7,
Lo12,article,Extraction of Airways from {CT} ({EXACT'09}),P. Lo and B. van Ginneken and J. M. Reinhardt and Y. Tarunashree and P. A. de Jong and B. Irving and C. Fetita and M. Ortner and R. Pinho and J. Sijbers and M. Feuerstein and A. Fabijanska and C. Bauer and R. Beichel and C. S. Mendoza and R. Wiemker and J. Lee and A. P. Reeves and S. Born and O. Weinheimer and E. M. van Rikxoort and J. Tschirren and K. Mori and B. Odry and D. P. Naidich and I. J. Hartmann and E. A. Hoffman and M. Prokop and J. H. Pedersen and M. de Bruijne,10.1109/TMI.2012.2209674,187,TMI
Lo13,inproceedings,Automated segmentation of pulmonary lobes in chest {CT} scans using evolving surfaces,P. Lo and E. M. van Rikxoort and F. Abtin and S. Ahmad and A. Ordookhani and J. G. Goldin and M. S. Brown,10.1117/12.2006982,4,
Lo13a,inproceedings,Semi-automated segmentation of pulmonary lobes in chest {CT} scans using evolving surfaces,Pechin Lo and Eva M. van Rikxoort and Jonathan Goldin and Matthew S. Brown,,,
Lohn15,conference,Run away from small vessel disease: physical activity reduces progression of white matter hyperintensities: the RUN DMC study,V. Lohner and I.W.M. van Uden and H.M. van der Holst and A.M. Tuladhar and A.G.W. van Norden and M.I. Bergkamp and K.F. de Laat and R. Arntz and M. Ghafoorian and B. Platel and E.J. van Dijk and F.E. de Leeuw,,,
Loka10,article,Volumetric breast density from full-field digital mammograms and its association with breast cancer risk factors: a comparison with a threshold method,Mariette A J M Lokate and Michiel G J Kallenberg and Nico Karssemeijer and Maurice A A J van den Bosch and Petra H M Peeters and Carla H van Gils,10.1158/1055-9965.EPI-10-0703,70,CANEBP
Loog02a,inproceedings,Supervised segmentation by {I}terated {C}ontextual {P}ixel {C}lassification,M. Loog and B. van Ginneken,10.1109/ICPR.2002.1048456,31,
Loog03,inproceedings,Segmenting the posterior ribs in chest radiographs by iterated contextual pixel classification,M. Loog and B. van Ginneken and M. A. Viergever,10.1117/12.480862,8,
Loog04c,phdthesis,Supervised {D}imensionality {R}eduction and {C}ontextual {P}attern {R}ecognition in {M}edical {I}mage {P}rocessing,M. Loog,,,PhD thesis
Loog04d,inproceedings,Static posterior probability fusion for signal detection: applications in the detection of interstitial diseases in chest radiographs,M. Loog and B. van Ginneken,10.1109/ICPR.2004.1334244,36,
Loog04e,inproceedings,Dimensionality reduction by canonical contextual correlation projections,M. Loog and B. van Ginneken and R. P. W. Duin,10.1007/978-3-540-24670-1_43,20,
Loog04f,inproceedings,Detection of interstitial lung disease in {PA} chest radiographs,M. Loog and B. van Ginneken and M. Nielsen,10.1117/12.535307,10,
Loog05,article,Dimensionality reduction of image features using the canonical contextual correlation projection,M. Loog and B. van Ginneken and R. P. W. Duin,10.1016/j.patcog.2005.04.011,23,PR
Loog06,inproceedings,Bony {S}tructure {S}uppression in {C}hest {R}adiographs,M. Loog and B. van Ginneken,10.1007/11889762_15,12,
Loog06a,article,Segmentation of the posterior ribs in chest radiographs using iterated contextual pixel classification,M. Loog and B. van Ginneken,10.1109/TMI.2006.872747,103,TMI
Loog06b,article,Filter learning: application to suppression of bony structures from chest radiographs,"M. Loog and B. van Ginneken and Schilham, A. M. R.",10.1016/j.media.2006.06.002,62,MIA
Lope03,inproceedings,Retinal image analysis to detect and quantify lesions associated with diabetic retinopathy,M. I. L\'{o}pez and C. I. S\'{a}nchez and R. Hornero,,4,
Louz14,article,Abundance of IgG4+ Plasma Cells in Isolated Reactive Lymphadenopathy Is No Indication of IgG4-Related Disease,"Louzao Martinez, Laura and Friedlander, Elza and van der Laak, Jeroen A. W. M. and Hebeda, Konnie M.",10.1309/AJCPX6VF6BGZVJGE,20,AJCP
Lux20,mastersthesis,Neuromuscular disease screening with deep learning,Klaus-Michael Lux,,,Master thesis
Maas13b,conference,Prostate {C}ancer localization with a {M}ultiparametric {MR} Approach ({PCaMAP}): initial results of a multi-center study,"Marnix C. Maas and Mari\""et J. Koopman and Geert J.S. Litjens and Alan J. Wright and Kirsten M. Selnas and Ingrid S. Gribbestad and Masoom A. Haider and Katarzyna J. Macura and Daniel J.A. Margolis and Berthold Kiefer and Jurgen J. F\""utterer and Tom W.J. Scheenen",,2,
Maas19,article,"A Single-Arm, Multicenter Validation Study of Prostate Cancer Localization and Aggressiveness With a Quantitative Multiparametric Magnetic Resonance Imaging Approach","Maas, Marnix C and Litjens, Geert J S and Wright, Alan J and Attenberger, Ulrike I and Haider, Masoom A and Helbich, Thomas H and Kiefer, Berthold and Macura, Katarzyna J and Margolis, Daniel J A and Padhani, Anwar R and Selnaes, Kirsten M and Villeirs, Geert M and Futterer, Jurgen J and Scheenen, Tom W J",10.1097/RLI.0000000000000558,2,IR
MacL08,inproceedings,Integration of {MRI} in evaluation and ablation of atrial fibrillation,"MacLeod, R.S. and Kholmovski, E. and DiBella, E.V.R. and Oakes, R.S. and Blauer, J.E. and Fish, E. and Vijayakumar, S. and Daccarett, M. and Segerson, N.M. and Marrouche, N.F",10.1109/CIC.2008.4748981,,
Mada11,book,Prostate Cancer Imaging. Image Analysis and Image-Guided Interventions,A. Madabhushi AND J. Dowling AND H. Huisman AND D. Barratt,10.1007/978-3-642-23944-1,,
Madu09,inproceedings,Automatic identification of intracranial hemorrhage in non-contrast {CT} with large slice thickness for trauma cases,Pragnya Maduskar and Mausumi Acharyya,10.1117/12.812276,,
Madu11,inproceedings,Automatic detection of lung vessel bifurcation in thoracic {CT} Images,Pragnya Maduskar AND Pandu R. Devarakota AND Siddharth Vikal,10.1117/12.878395,,
Madu11a,inproceedings,Cavity segmentation in chest radiographs,Pragnya Maduskar and Laurens Hogeweg and Helen Ayles and Rodney Dawson and Pim A. de Jong and Nico Karssemeijer and Bram van Ginneken,,,
Madu11b,conference,Automatic Size Measurement of Cavities on Chest Radiographs Using Supervised Learning and Dynamic Programming,P. Maduskar and L. Hogeweg and H. Ayles and R. Dawson and P. A. de Jong and B. van Ginneken,,,
Madu13,inproceedings,Improved texture analysis for automatic detection of Tuberculosis ({TB}) on Chest Radiographs with Bone Suppression images,P. Maduskar and L. Hogeweg and R. Philipsen and S. Schalekamp and B. van Ginneken,10.1117/12.2008083,20,
Madu13a,inproceedings,Automated localization of costophrenic recesses and costophrenic angle measurement on frontal chest radiographs,P. Maduskar and L. Hogeweg and R. Philipsen and B. van Ginneken,10.1117/12.2008239,7,
Madu13b,conference,Performance evaluation of automatic chest radiograph reading for detection of tuberculosis {(TB)}: a comparative study with clinical officers and certified readers on {TB} suspects in sub-Saharan {Africa,P. Maduskar and L. Hogeweg and H. Ayles and B. van Ginneken,,,
Madu13c,article,Detection of tuberculosis with digital chest radiography: automatic reading versus interpretation by clinical officers,Pragnya Maduskar and Monde Muyoyeta and Helen Ayles and Laurens Hogeweg and Liesbeth Peters-Bax and Bram van Ginneken,10.5588/ijtld.13.0325,,IJTLD
Madu14,article,Cavity contour segmentation in chest radiographs using supervised learning and dynamic programming,"Maduskar, Pragnya and Hogeweg, Laurens and de Jong, Pim A. and Peters-Bax, Liesbeth and Dawson, Rodney and Ayles, Helen and S\'{a}nchez, Clara I. and van Ginneken, Bram",10.1118/1.4881096,2,MP
Madu15,conference,Computerized Reading of Chest Radiographs in The Gambia National Tuberculosis Prevalence Survey: Retrospective Comparison with Human Experts,P. Maduskar and I. Adetifa and J. van den Hombergh and E. Leroy-Terquem and A. Fasan-Odunsi and Clara I. S\'{a}nchez and U d'Alessandro and B. van Ginneken,,,
Madu15a,phdthesis,Automated analysis of tuberculosis in chest radiographs,Pragnya Maduskar,,,PhD thesis
