bibkey,type,title,authors,ss_id,all_ss_ids,comment
Labus22a,article,"A concurrent, deep learning-based computer-aided detection system for prostate multiparametric MRI: a performance study involving experienced and less-experienced radiologists",Sandra Labus and Martin M. Altmann and Henkjan Huisman and Angela Tong and Tobias Penzkofer and Moon Hyung Choi and Ivan Shabunin and David J. Winkel and Pengyi Xinga and Dieter H. Szolar and Steven M. Shea and Robert Grimm and Heinrich von Busch and Ali Kamen and Thomas Herold and Clemens Baumann,ce59572dd6919387c5260721bb7b070ca7ebf444,,"title matching: single bibkey, single ss_id"
Lafe08,phdthesis,From cosmic particle to radio pulse,S Lafebre,,,
Lang18,article,Reasons for (non)participation in supplemental population-based MRI breast screening for women with extremely dense breasts,"de Lange, S V and Bakker, M F and Monninkhof, E M and Peeters, P H M and de Koekkoek-Doll, P K and Mann, R M and Rutten, M J C M and Bisschops, R H C and Veltman, J and Duvivier, K M and Lobbes, M B I and de Koning, H J and Karssemeijer, N and Pijnappel, R M and Veldhuis, W B and van Gils, C H",db7c0e95188f028e4899642d1510c600e7fb44f2,,"title matching: single bibkey, single ss_id"
Lass11,inproceedings,Interactive lung lobe segmentation and correction in tomographic images,B. Lassen and J. M. Kuhnigk and E. M. van Rikxoort and H. O. Peitgen,,,
Lass12,conference,Fast and Intuitive Interactive Lung Lobe Segmentation in Thoracic Computed Tomography Scans,B. Lassen and E. M. van Rikxoort and J Kuhnigk and B. van Ginneken,,,
Lass12a,conference,Automated and interactive image analysis workstation for the extraction of imaging biomarkers related to chronic obstructive pulmonary disease from thoracic computed tomography scans,B. C. Lassen and M. Schmidt and E. M. van Rikxoort and B. van Ginneken and C. Jacobs and J. Kuhnigk and M. Prokop,,,
Lass12b,article,"Automatic segmentation of the pulmonary lobes from chest {CT} scans based on fissures, vessels, and bronchi",B. Lassen and E. M. van Rikxoort and M. Schmidt and S. Kerkstra and B. van Ginneken and J. Kuhnigk,eaea24fdc6aa24479ff0cbd3b58dfcb2e8d56868,,"title matching: single bibkey, single ss_id"
Lass14,conference,Fully Automatic Volumetric Segmentation of Pulmonary Nodules: Evaluation using the Complete {LIDC/IDRI} Database,B. C. Lassen and J. Kuhnigk and C. Jacobs and E. M. van Rikxoort and Bram van Ginneken,,,
Lass15,article,Robust semi-automatic segmentation of pulmonary subsolid nodules in chest computed tomography scans,"Lassen, B. C. and Jacobs, C. and Kuhnigk, J-M. and van Ginneken, B. and van Rikxoort, E. M.",95c6d05f35d82b06b155d05f1a8954e940991ab9,,"title matching: single bibkey, single ss_id"
Lass15a,phdthesis,Automatic and Interactive Segmentation of Pulmonary Lobes and Nodules in Chest CT Images,Bianca Lassen-Schmidt,,,
Lass17,article,Fast interactive segmentation of the pulmonary lobes from thoracic computed tomography data,"Lassen-Schmidt, Bianca C and Kuhnigk, Jan-Martin and Konrad, Olaf and van Ginneken, Bram and van Rikxoort, Eva",a1aa321aa6892ab2478ec99f422d1110afe1fc7d,,"title matching: single bibkey, single ss_id"
Lass20,inproceedings,Automatic segmentation of the pulmonary lobes with a 3D u-net and optimized loss function,"Lassen-Schmidt, Bianca and Hering, Alessa and Krass, Stefan and Meine, Hans",971a413a2cb3163d7c912ed8a1fd53ba64bda007,,"title matching: single bibkey, single ss_id"
Laue13,inproceedings,Automated Artery and Vein Detection in Dynamic {CT} data with an Unsupervised Classification Algorithm of the Time Intensity Curves,Hendrik O. A. Laue and Marcel T. H. Oei and L. Chen and I.N. Kompan and Horst K. Hahn and Mathias Prokop and Rashindra Manniesing,ad50e7a84dce1d4c36c5387731d99005711b062d,,"title matching: single bibkey, single ss_id"
Leac12,article,Imaging vascular function for early stage clinical trials using dynamic contrast-enhanced magnetic resonance imaging,"Leach, M. O. and Morgan, B. and Tofts, P. S. and Buckley, D. L. and Huang, W. and Horsfield, M. A. and Chenevert, T. L. and Collins, D. J. and Jackson, A. and Lomas, D. and Whitcher, B. and Clarke, L. and Plummer, R. and Judson, I. and Jones, R. and Alonzi, R. and Brunner, T. and Koh, D. M. and Murphy, P. and Waterton, J. C. and Parker, G. and Graves, M. J. and Scheenen, T W J. and Redpath, T. W. and Orton, M. and Karczmar, G. and Huisman, H. and Barentsz, J. and Padhani, A. and , on behalf of the Experimental Cancer Medicine Centres Imaging Network Steering Committee",9b7cbf3e93c3b346e824f26d1faf4194ec10cb9f,,"title matching: single bibkey, single ss_id"
Leem15,inproceedings,A novel spherical shell filter for reducing false positives in automatic detection of pulmonary nodules in thoracic {CT} scans,Sil van de Leemput and Frank Dorssers and Babak {Ehteshami Bejnordi,,,
Leem17,conference,"Cerebral white matter, gray matter and cerebrospinal fluid segmentation in CT using VCAST: a volumetric cluster annotation and segmentation tool",Sil van de Leemput and Frederick J. A. Meijer and Mathias Prokop and Rashindra Manniesing,,,
Leem18a,inproceedings,MemCNN}: a Framework for Developing Memory Efficient Deep Invertible Networks,"van de Leemput, S. C. and Teuwen, J. and Manniesing, R.",f2ab2b234da918817c1721ccea4870c69285ad6a,,"title matching: single bibkey, single ss_id"
Leem18b,inproceedings,Stacked Bidirectional Convolutional {LSTM}s for {3D} Non-contrast {CT} Reconstruction from Spatiotemporal {4D CT,"van de Leemput, S. C. and Prokop, M. and van Ginneken, B. and Manniesing, R.",,,
Leem18c,inproceedings,Full Volumetric Brain Tissue Segmentation in Non-contrast {CT} using Memory Efficient Convolutional {LSTM}s,"van de Leemput, S. C. and Patel, A. and Manniesing, R.",,,
Leem19,article,Multiclass Brain Tissue Segmentation in 4D CT using Convolutional Neural Networks,"van de Leemput}, S. C. and {Meijs}, M. and {Patel}, A. and {Meijer}, F.J.A. and {van Ginneken}, B. and Manniesing, R.",e03d4a9c11a70f4ec009ea81d141742b40b20789,,single doi match
Leem19b,article,MemCNN: A Python/PyTorch package for creating memory-efficient invertible neural networks,Sil C. van de Leemput and Jonas Teuwen and Bram van Ginneken and Rashindra Manniesing,dce049bbedc5134dc6eb61fc7e5ce1d1c414bdd1,,"title matching: single bibkey, single ss_id"
Leem20,article,Stacked Bidirectional Convolutional LSTMs for Deriving 3D Non-contrast CT from Spatiotemporal 4D CT,"van de Leemput}, S. C. and {Prokop}, M. and {van Ginneken}, B. and Manniesing, R.",9f7129d07d92e91ecf42dd33ef05d83514303003,,single doi match
Leen20,article,The 2019 International Society of Urological Pathology (ISUP) Consensus Conference on Grading of Prostatic Carcinoma.,"van Leenders, Geert J L H and van der Kwast, Theodorus H and Grignon, David J and Evans, Andrew J and Kristiansen, Glen and Kweldam, Charlotte F and Litjens, Geert and McKenney, Jesse K and Melamed, Jonathan and Mottet, Nicholas and Paner, Gladell P and Samaratunga, Hemamali and Schoots, Ivo G and Simko, Jeffry P and Tsuzuki, Toyonori and Varma, Murali and Warren, Anne Y and Wheeler, Thomas M and Williamson, Sean R and Iczkowski, Kenneth A and ISUP Grading Workshop Panel Members",5a1c2ad4627095f867a2fe62d61177c4631096d9,,"title matching: single bibkey, single ss_id"
Leeu23,conference,Potential risk of off-label use of commercially available AI-based software for radiology,"van Leeuwen, Kicky G. and Hedderich, D.M. and Schalekamp, Steven",,,
Leeu22,conference,The rise of artificial intelligence solutions in radiology departments in the Netherlands,"van Leeuwen, Kicky G. and de Rooij, Maarten and Schalekamp, Steven and van Ginneken, Bram and Rutten, Matthieu J.C.M.",,,
Leeu22a,conference,Gluren bij de buren - Evaluating and sharing real-world experience of an AI stroke tool in two centres,"Deden, Laura N. and van Leeuwen, Kicky G. and Becks, M.J. and Bernsen, M.L.E. and de Rooij, Maarten and Martens, J.M. and Meijer, F.J.A.",,,
Leeu22b,conference,Real-world evaluation of artificial intelligence software for cerebral large vessel occlusion detection in {CT} angiography,"van Leeuwen, Kicky G. and Becks, M.J. and Schalekamp, Steven and van Ginneken, Bram and Rutten, Matthieu J.C.M. and de Rooij, Maarten and Meijer, F.J.A.",,,
Leeu21,article,Artificial intelligence in radiology: 100 commercially available products and their scientific evidence,"van Leeuwen, Kicky G. and Schalekamp, Steven and Rutten, Matthieu J.C.M. and van Ginneken, Bram and de Rooij, Maarten",93e353567bbc7525306a14b6219973d34b084c4e,,"title matching: single bibkey, single ss_id"
Leeu21a,article,How does artificial intelligence in radiology improve efficiency and health outcomes?,"van Leeuwen, Kicky G and de Rooij, Maarten and Schalekamp, Steven and van Ginneken, Bram and Rutten, Matthieu J C M",5f6c21ae64b9db06da177f44b2d59a0dd6f9c583,,"title matching: single bibkey, single ss_id"
Leeu21b,article,Cost ‑ effectiveness of artificial intelligence aided vessel occlusion detection in acute stroke: an early health technology assessment,"van Leeuwen, Kicky G and Meijer, Frederick J A and Schalekamp, Steven and Rutten, Matthieu J C M and van Dijk, Ewoud J and van Ginneken, Bram and Govers, Tim M and Rooij, Maarten De",dc68e0f61994ca0e768584d39c108305287f338a,,"title matching: single bibkey, single ss_id"
Leeu21c,conference,Clinical use of artificial intelligence in radiology departments in the Netherlands: a survey,"van Leeuwen, Kicky G and Rutten, Matthieu J C M and Schalekamp, Steven and de Rooij, Maarten and van Ginneken, Bram",,,
Leeu21d,conference,Artificial Intelligence in Acute Stroke: an Early Health Technology Assessment of Vessel Occlusion Detection on Computed Tomography,"van Leeuwen, Kicky G and Meijer, Frederick J A and Schalekamp, Steven and Rutten, Matthieu J C M and van Dijk, Ewoud J and van Ginneken, Bram and Govers, Tim M and de Rooij, Maarten",,,
Leeu21e,conference,Performance Of A Commercial Software Package For Lung Nodule Detection On Chest Radiographs Compared With 8 Expert Readers,"van Leeuwen, Kicky G. and de Rooij, Maarten and Rutten, Matthieu J.C.M. and van Ginneken, Bram and Schalekamp, Steven",,,
Leeu21f,conference,Commercial Artificial Intelligence Solutions For Radiology: A Market Update,"van Leeuwen, Kicky G. and de Rooij, Maarten and Rutten, Matthieu J.C.M. and Schalekamp, Steven and van Ginneken, Bram",,,
Leeu20,conference,Scientific Evidence for 100 Commercially Available Artificial Intelligence Tools for Radiology: A Systematic Review,"van Leeuwen, Kicky G. and Schalekamp, Steven and Rutten, Matthieu J.C.M. and van Ginneken, Bram and de Rooij, Maarten",,,
Leeu19,conference,Opinion of Dutch healthcare professionals on the development and adoption of artificial intelligence in healthcare,"van Leeuwen, Kicky G",,,
Leij17,article,Nonlinear temporal dynamics of cerebral small vessel disease The RUN DMC study,"van Leijsen, Esther MC and van Uden, Ingeborg WM and Ghafoorian, Mohsen and Bergkamp, Mayra I and Lohner, Valerie and Kooijmans, Eline CM and van der Holst, Helena M and Tuladhar, Anil M and Norris, David G and van Dijk, Ewoud J and Rutten-Jacobs, Loes CA and Platel, Bram and Klijn, Catharina JM and de Leeuw, Frank-Erik",f8c72c5da56aec5e573cc9e4a56d2a53b151e5a0,,"title matching: single bibkey, single ss_id"
Leij19,article,Cognitive consequences of regression of cerebral small vessel disease,"van Leijsen, Esther Mc and Bergkamp, Mayra I and van Uden, Ingeborg Wm and Cooijmans, Sjacky and Ghafoorian, Mohsen and van der Holst, Helena M and Norris, David G and Kessels, Roy Pc and Platel, Bram and Tuladhar, Anil M and de Leeuw, Frank-Erik",c321fef685aa56d1c5a49d01e6de616f191011be,,"title matching: single bibkey, single ss_id"
Leli08,article,Information {P}rocessing {I}n {M}edical {I}maging 2007,B. P. F. Lelieveldt and N. Karssemeijer,6493a6974ae6cb8e4188894fb9e2b5a6107fe424,,"title matching: single bibkey, single ss_id"
Lens16,article,Probabilistic treatment planning for pancreatic cancer treatment: prospective incorporation of respiratory motion shows only limited dosimetric benefit,Eelco Lens and Alexis NTJ Kotte and Ajay Patel and Hanne D Heerkens and Matthieu Bal and Geertjan van Tienhoven and Arjan Bel and Astrid van der Horst and Gert J Meijer,2d3e4695c85c92419e3b715fa385b33568c06cd8,,"title matching: single bibkey, single ss_id"
Lepp95,article,"Detection of simulated chest lesions: comparison of a conventional screen-film combination, an asymmetric screen-film system, and storage phosphor radiography","Leppert, A. G. and Prokop, M. and Schaefer-Prokop, C. M. and Galanski, M.",,,
Lesn11,inproceedings,Computer {A}ided {D}etection of {B}reast {M}asses in {M}ammography using {S}upport {V}ector {M}achine {C}lassification,Jan Lesniak and Rianne Hupse and Michiel Kallenberg and Maurice Samulski and R\'{e}mi Blanc and Nico Karssemeijer and G\'{a}bor Sz\'{e}kely,01491b1e830ef88a3e39a06313bc27390167fd86,,"title matching: single bibkey, single ss_id"
Lesn12,inproceedings,Multimodal Classification of Breast Masses in Mammography and {MRI} using Unimodal Feature Selection and Decision Fusion,J. M. Lesniak and G. van Schie and C. Tanner and B. Platel and H. Huisman and N. Karssemeijer and G. Szekely,a37cda5126f5024777d9440c5f567c9e5baae4ce,,"title matching: single bibkey, single ss_id"
Lesn12a,article,Comparative evaluation of support vector machine classification for computer aided detection of breast masses in mammography,"Lesniak, J. M. and Hupse, R. and Blanc, R. and Karssemeijer, N. and Sz\'{e}kely, G.",1d8b4341ee856c294dc6c3d13e8cb01ab8dc44a4,,"title matching: single bibkey, single ss_id"
Less13,article,Feasibility of respiratory motion-compensated stereoscopic {X-ray} tracking for bronchoscopy,Nikolas Lessmann and Daniel Dromann and Alexander Schlaefer,,,
Less15,conference,Automatic coronary calcium scoring and cardiovascular risk estimation in the {Pan-Canadian} lung cancer screening trial,"Lessmann, N. and Isgum, I. and Lam, S. and Mayo, J. and de Jong, P. A. and Viergever, M. A. and van Ginneken, B.",,,
Less16,inproceedings,Deep convolutional neural networks for automatic coronary calcium scoring in a screening study with low-dose chest {CT,Nikolas Lessmann and Ivana I{\v{s}}gum and Arnaud A.A. Setio and Bob D. de Vos and Francesco Ciompi and Pim A. de Jong and Matthijs Oudkerk and Willem P. Th. M. Mali and Max A. Viergever and Bram van Ginneken,b542b6df300ef39144d6172e8fe41a0b93fd5f8b,,"title matching: single bibkey, single ss_id"
Less17,article,Automatic calcium scoring in low-dose chest {CT} using deep neural networks with dilated convolutions,"Lessmann}, N. and {van Ginneken}, B. and {Zreik}, M. and {de Jong}, P.~A. and {de Vos}, B.~D. and {Viergever}, M.~A. and I{\v{s}}gum, I.",1a3470626b24ccd510047925f80d21affde3c3b8,,"title matching: single bibkey, single ss_id"
Less17a,conference,Deep learning analysis for automatic calcium scoring in routine chest {CT,"Lessmann, N. and van Ginneken, B. and de Jong, P. A. and Veldhuis, W. B. and Viergever, M. A. and Isgum, I.",,,
Less18,inproceedings,Iterative convolutional neural networks for automatic vertebra identification and segmentation in {CT} images,Nikolas Lessmann and Bram van Ginneken and Ivana I{\v{s}}gum,b41e47d9978abb56a5b0fa6697f5454e31579722,,"title matching: single bibkey, single ss_id"
Less18a,inproceedings,Iterative fully convolutional neural networks for automatic vertebra segmentation,Nikolas Lessmann and Bram van Ginneken and Pim A. de Jong and Ivana I{\v{s}}gum,,,
Less19,article,Sex Differences in Coronary Artery and Thoracic Aorta Calcification and Their Association With Cardiovascular Mortality in Heavy Smokers,"Lessmann, Nikolas and de Jong, Pim A and Celeng, Csilla and Takx, Richard A P and Viergever, Max A and van Ginneken, Bram and I{\v{s}}gum, Ivana",31d77e71f4151452d18b69a5649a64df561f6af7,,"title matching: single bibkey, single ss_id"
Less19a,article,Iterative fully convolutional neural networks for automatic vertebra segmentation and identification,"Lessmann, Nikolas and van Ginneken, Bram and de Jong, Pim A. and I{\v{s}}gum, Ivana",77ca4f86eaef55fb7c853dad2fd3600a3eb5b169,,single doi match
Less19b,phdthesis,Machine Learning based quantification of extrapulmonary diseases in chest CT,Nikolas Lessmann,42315be6452636824d9004d5d8aa2fe8924494a2,,"title matching: single bibkey, single ss_id"
Less19c,inproceedings,Vertebra partitioning with thin-plate spline surfaces steered by a convolutional neural network,Nikolas Lessmann and Jelmer M. Wolterink and Majd Zreik and Max A. Viergever and Bram van Ginneken and Ivana Isgum,47d4ee03c5b2596dbfcfb4373de7e05e1cd831dc,,"title matching: single bibkey, single ss_id"
Less20,article,Automated Assessment of {COVID}-19 Reporting and Data System and Chest {CT} Severity Scores in Patients Suspected of Having {COVID}-19 Using Artificial Intelligence,"Lessmann, Nikolas and S\'{a}nchez, Clara I. and Beenen, Ludo and Boulogne, Luuk H. and Brink, Monique and Calli, Erdi and Charbonnier, Jean-Paul and Dofferhoff, Ton and van Everdingen, Wouter M. and Gerke, Paul K. and Geurts, Bram and Gietema, Hester A. and Groeneveld, Miriam and van Harten, Louis and Hendrix, Nils and Hendrix, Ward and Huisman, Henkjan J. and Isgum, Ivana and Jacobs, Colin and Kluge, Ruben and Kok, Michel and Krdzalic, Jasenko and Lassen-Schmidt, Bianca and van Leeuwen, Kicky and Meakin, James and Overkamp, Mike and van Rees Vellinga, Tjalco and van Rikxoort, Eva M. and Samperna, Riccardo and Schaefer-Prokop, Cornelia and Schalekamp, Steven and Scholten, Ernst Th. and Sital, Cheryl and St\""{o}ger, Lauran and Teuwen, Jonas and Vaidhya Venkadesh, Kiran and de Vente, Coen and Vermaat, Marieke and Xie, Weiyi and de Wilde, Bram and Prokop, Mathias and van Ginneken, Bram",4330ce9c73af04a35d1a7dd366df8434c98e30ed,,"title matching: single bibkey, single ss_id"
Less20a,article,Random smooth gray value transformations for cross modality learning with gray value invariant networks,Nikolas Lessmann and Bram van Ginneken,d9eec89c003fb7af39968663ba21db04098d6019,,"title matching: single bibkey, single ss_id"
Less22,article,Automatic Brand Identification of Orthopedic Implants from Radiographs: Ready for the Next Step?,"Huisman, Merel and Lessmann, Nikolas",91437d205e582d2d1ce2dab8e49687a2a9bb0f66,,"title matching: single bibkey, single ss_id"
Leym96,inproceedings,REALISE}: reconstruction of {REAL}ity from {I}mage {SE}quences,"Leymarie, F. and de la Fortelle, A. and Koenderink, J. J. and Kappers, A. M. L. and Stavridi, M. and van Ginneken, B. and Muller, S. and Krake, S. and Faugeras, O. and Robert, L. and Gauclin, C. and Laveau, S. and Zeller, C.",7f897bcefc1fcc04cd17ae162d6bdfcff4dd83c0,,"title matching: single bibkey, single ss_id"
Lief16,conference,Registration and grading of micro-aneurysms in Fluorescein Angiography and OCT Angiography,Bart Liefers and Vivian Schreur and Thomas Theelen and Clara I. S\'{a}nchez,,,
Lief17,inproceedings,Fovea Detection in Optical Coherence Tomography using Convolutional Neural Networks,Bart Liefers and Freerk G. Venhuizen and Thomas Theelen and Carel Hoyng and Bram van Ginneken and Clara I. S\'{a}nchez,e4010e494f6a7f0ea93b4cdb257aa1e51611609a,,"title matching: single bibkey, single ss_id"
Lief17a,conference,Automatic detection of the foveal center in optical coherence tomography,Bart Liefers and Freerk G. Venhuizen and Vivian Schreur and Bram van Ginneken and Carel Hoyng and Thomas Theelen and Clara I. S\'{a}nchez,,,
Lief17b,article,Automatic detection of the foveal center in optical coherence tomography,Bart Liefers and Freerk G. Venhuizen and Vivian Schreur and Bram van Ginneken and Carel Hoyng and Sascha Fauser and Thomas Theelen and Clara I. S\'{a}nchez,e5fded74d443402884e88d8f7952d34d5371dedf,,single doi match
Lief19,inproceedings,Dense Segmentation in Selected Dimensions: Application to Retinal Optical Coherence Tomography,"Liefers, Bart and Gonz\'{a}lez-Gonzalo, Cristina and Klaver, Caroline and {van Ginneken}, Bram and S\'{a}nchez, Clara I.",40bf7af2b9d79960dc127d03c2a83ce480d4d3ad,,"title matching: single bibkey, single ss_id"
Lief19a,conference,Prediction of areas at risk of developing geographic atrophy in color fundus images using deep learning,"Bart Liefers and Johanna Colijn and Cristina Gonz\'{a}lez-Gonzalo and Akshayaa Vaidyanathan and Harm van Zeeland and Paul Mitchell and Caroline Klaver and S\'{a}nchez, Clara I.",6d1ea27b41023f9add67e2c8c4dcbc7866ae640b,,"title matching: single bibkey, single ss_id"
Lief19b,article,A deep learning model for segmentation of geographic atrophy to study its long-term natural history,"Liefers, Bart and Colijn, Johanna M and Gonz\'{a}lez-Gonzalo, Cristina and Verzijden, Timo and Mitchell, Paul and Hoyng, Carel B and van Ginneken, Bram and Klaver, Caroline CW and S\'{a}nchez, Clara I",,,
Lief20,article,A deep learning model for segmentation of geographic atrophy to study its long-term natural history,"Liefers, Bart and Colijn, Johanna M and Gonz\'{a}lez-Gonzalo, Cristina and Verzijden, Timo and Wang, Jie Jin and Joachim, Nichole and Mitchell, Paul and Hoyng, Carel B and van Ginneken, Bram and Klaver, Caroline CW and S\'{a}nchez, Clara I",4d54536ebf1b355d02cdfe742553032666101dbd,,single doi match
Lief20a,conference,Achieving expert level performance in quantifying 13 distinctive features of neovascular age-related macular degeneration on optical coherence tomography,"Liefers, Bart and Taylor, Paul and Gonz\'{a}lez-Gonzalo, Cristina and Tufail, Adnan and S\'{a}nchez, Clara I.",,,
Lief21,article,Quantification of key retinal features in early and late age-related macular degeneration using deep learning,"Liefers, Bart and Taylor, Paul and Alsaedi, Abdulrahman and Bailey, Clare and Balaskas, Konstantinos and Dhingra, Narendra and Egan, Catherine A and Rodrigues, Filipa Gomes and Gonz\'{a}lez-Gonzalo, Cristina and Heeren, Tjebo F.C. and Lotery, Andrew and Muller, Philipp L. and Olvera-Barrios, Abraham and Paul, Bobby and Schwartz, Roy and Thomas, Darren S. and Warwick, Alasdair N. and Tufail, Adnan and S\'{a}nchez, Clara I.",67af3a5566aceaf87e2caf82eb587c91ebd41900,,"title matching: single bibkey, single ss_id"
Lief22,phdthesis,Deep Learning Algorithms for Age-Related Macular Degeneration,Bart Liefers,,,
LinE05,article,The effect of an endorectal balloon and off-line correction on the interfraction systematic and random prostate position variations: a comparative study,E. N. J. Th. van Lin and L. P. van der Vight and J. A. Witjes and H. J. Huisman and J. W. Leer and A. G. Visser,d4dabcc6ef6712de68132daadabb0660bc567a9e,,"title matching: single bibkey, single ss_id"
LinE06,article,IMRT} boost dose planning on dominant intraprostatic lesions: gold marker-based three-dimensional fusion of {CT} with dynamic contrast-enhanced and 1{H}-spectroscopic {MRI,"E. N. J. T. van Lin and J. J. F\""utterer and S. W. T. P. J. Heijmink and L. P. van der Vight and A. L. Hoffmann and P. van Kollenburg and H. J. Huisman and T. W. J. Scheenen and J. A. Witjes and J. W. Leer and J. O. Barentsz and A. G. Visser",d214f7c0440c815029df15d85ac33c9fabb24d29,,"title matching: single bibkey, single ss_id"
Linm20,inproceedings,Efficient Out-of-Distribution Detection in Digital Pathology Using Multi-Head Convolutional Neural Networks,"Linmans, Jasper and van der Laak, Jeroen and Litjens, Geert",89997fe09abc2c7d8bd73ef0f902e38fc2ae8baa,,"title matching: single bibkey, single ss_id"
Litj09,conference,T1 Quantification: Variable Flip Angle Method vs Use of Reference Phantom,G. Litjens and M. Heisen and J. Buurman and A.M. Wood and M. Medved and G.S. Karczmar and B.M. Ter Haar-Romeny,,,
Litj10,inproceedings,Pharmacokinetic models in clinical practice: what model to use for {DCE-MRI} of the breast?,G. Litjens and M. Heisen and J. Buurman and B.M. ter Haar Romeny,,,
Litj10a,inproceedings,Simulation of nodules and diffuse infiltrates in chest radiographs using {CT} templates,G. Litjens and L. Hogeweg and A.M.R. Schilham and P.A. de Jong and M.A. Viergever and B. van Ginneken,0f0313aea2ba0198c5da4b5eff724caecf885e7e,,"title matching: single bibkey, single ss_id"
Litj10b,mastersthesis,Pharmacokinetic modeling in breast cancer MRI,Geert Litjens,,,
Litj11,inproceedings,Automatic Computer Aided Detection of Abnormalities in Multi-Parametric Prostate {MRI,G. Litjens and P.C. Vos and J.O. Barentsz and N. Karssemeijer and H.J. Huisman,91a237f32276f0b6c334058b32e1c6dd25ffd8db,,single doi match
Litj11b,conference,Zone-specific Automatic Computer-aided Detection of Prostate Cancer in {MRI,G. Litjens and J. O. Barentsz and N. Karssemeijer and H.J. Huisman,,,
Litj12,inproceedings,Automated computer-aided detection of prostate cancer in {MR} images: from a whole-organ to a zone-based approach,G. Litjens and J.O. Barentsz and N. Karssemeijer and H.J. Huisman,14db29c5408cb2e1d9e66cf4b09034699a024ca6,,"title matching: single bibkey, single ss_id"
Litj12a,inproceedings,A pattern recognition approach to zonal segmentation of the prostate on {MRI,"Litjens, G. and Debats, O. A. and van de Ven, W. J. M. and Karssemeijer, N. and Huisman, H. J.",bcff51ffb3e864ae4f8a4b6de12c2bf019999c7b,,"title matching: single bibkey, single ss_id"
Litj12b,article,Interpatient Variation in Normal Peripheral Zone Apparent Diffusion Coefficient: Effect on the Prediction of Prostate Cancer Aggressiveness,"Litjens, G. and Hambrock, Thomas and Hulsbergen-van de Kaa, Christina and Barentsz, Jelle and Huisman, Henkjan",9cdcc099b060e6802fbc80251c1ef65b1ac070d4,"['4b1ea57b0cba04b02a26099da48d3e25addc3a7d', '9cdcc099b060e6802fbc80251c1ef65b1ac070d4']","title matching: single bibkey with multiple_ss_ids (['4b1ea57b0cba04b02a26099da48d3e25addc3a7d', '9cdcc099b060e6802fbc80251c1ef65b1ac070d4']), took the first one with most citations"
Litj12c,conference,Computerized characterization of central gland lesions using texture and relaxation features from {T2}-weighted prostate {MRI,G. Litjens and J. O. Barentsz and N. Karssemeijer and H.J. Huisman,,,
Litj12d,inproceedings,A multi-atlas approach for prostate segmentation in {MRI,G. Litjens and N. Karssemeijer and H. J. Huisman,72368b70dd95e303cc4cc1bdaa8f5047225aa773,,"title matching: single bibkey, single ss_id"
Litj13,conference,Initial prospective evaluation of the prostate imaging reporting and data standard ({PI-RADS}): Can it reduce unnecessary {MR} guided biopsies?,G. Litjens and J. O. Barentsz and N. Karssemeijer and H.J. Huisman,,,
Litj14,article,Evaluation of prostate segmentation algorithms for {MRI}: The {PROMISE12} challenge,"Litjens, G. and Toth, Robert and van de Ven, Wendy and Hoeks, Caroline and Kerkstra, Sjoerd and van Ginneken, Bram and Vincent, Graham and Guillard, Gwenael and Birbeck, Neil and Zhang, Jindang and Strand, Robin and Malmberg, Filip and Ou, Yangming and Davatzikos, Christos and Kirschner, Matthias and Jung, Florian and Yuan, Jing and Qiu, Wu and Gao, Qinquan and Edwards, Philip Eddie and Maan, Bianca and van der Heijden, Ferdinand and Ghose, Soumya and Mitra, Jhimli and Dowling, Jason and Barratt, Dean and Huisman, Henkjan and Madabhushi, Anant",cc83eabf4f833b8c92dcf6012dcce348591d060f,,"title matching: single bibkey, single ss_id"
Litj14a,inproceedings,Distinguishing prostate cancer from benign confounders via a cascaded classifier on multi-parametric {MRI,"Litjens, G. and Elliott, R. and Shih, N. and Feldman, M. and Barentsz, J. and Hulsbergen - van de Kaa, C. and Kovacs, I. and Huisman, H. and Madabhushi, A.",2f39694d368806dbf90c898dcadb23fa4d2a0ba2,,"title matching: single bibkey, single ss_id"
Litj14b,inproceedings,Distinguishing benign confounding treatment changes from residual prostate cancer on {MRI} following laser ablation,"Litjens, G. and Huisman, H. and Elliott, R. and Shih, N. and Feldman, M. and F\""utterer and Bomers, J. and Madabhushi, A.",639ee4bb8d748364fa12c44a29cb38e925488ada,,"title matching: single bibkey, single ss_id"
Litj14c,article,Computer-aided detection of prostate cancer in {MRI,"Litjens, G. and Debats, O. and Barentsz, J. and Karssemeijer, N. and Huisman, H.",1b02bd4ef5cbf6d6fe99c1e52814ae27c17cf96b,,single doi match
Litj14d,article,Quantitative identification of magnetic resonance imaging features of prostate cancer response following laser ablation and radical prostatectomy,"Litjens, Geert JS and Huisman, Henkjan J and Elliott, Robin M and Shih, Natalie Nc and Feldman, Michael D and Viswanath, Satish and F\""utterer, Jurgen J and Bomers, Joyce GR and Madabhushi, Anant",1b62c9397a2b1e488ae68530275cd815204022e1,,"title matching: single bibkey, single ss_id"
Litj14e,conference,Computer-aided {D}etection of {P}rostate {C}ancer in {M}ulti-parametric {M}agnetic {R}esonance {I}maging,G. Litjens and N. Karssemeijer and J. O. Barentsz and H.J. Huisman,,,
